14/11/19;3096.63 
13/11/19;3094.04 
12/11/19;3091.84 
11/11/19;3087.01 
08/11/19;3093.08 
07/11/19;3085.18 
06/11/19;3076.78 
05/11/19;3074.62 
04/11/19;3078.27 
01/11/19;3066.91 
31/10/19;3037.56 
30/10/19;3046.77 
29/10/19;3036.89 
28/10/19;3039.42 
25/10/19;3022.55 
24/10/19;3010.29 
23/10/19;3004.52 
22/10/19;2995.99 
21/10/19;3006.72 
18/10/19;2986.20 
17/10/19;2997.95 
16/10/19;2989.69 
15/10/19;2995.68 
14/10/19;2966.15 
11/10/19;2970.27 
10/10/19;2938.13 
09/10/19;2919.40 
08/10/19;2893.06 
07/10/19;2938.79 
04/10/19;2952.01 
03/10/19;2910.63 
02/10/19;2887.61 
01/10/19;2940.25 
30/09/19;2976.74 
27/09/19;2961.79 
26/09/19;2977.62 
25/09/19;2984.87 
24/09/19;2966.60 
23/09/19;2991.78 
20/09/19;2992.07 
19/09/19;3006.79 
18/09/19;3006.73 
17/09/19;3005.70 
16/09/19;2997.96 
13/09/19;3007.39 
12/09/19;3009.57 
11/09/19;3000.93 
10/09/19;2979.39 
09/09/19;2978.43 
06/09/19;2978.71 
05/09/19;2976.00 
04/09/19;2937.78 
03/09/19;2906.27 
30/08/19;2926.46 
29/08/19;2924.58 
28/08/19;2887.94 
27/08/19;2869.16 
26/08/19;2878.38 
23/08/19;2847.11 
22/08/19;2922.95 
21/08/19;2924.43 
20/08/19;2900.51 
19/08/19;2923.65 
16/08/19;2888.68 
15/08/19;2847.60 
14/08/19;2840.60 
13/08/19;2926.32 
12/08/19;2883.75 
09/08/19;2918.65 
08/08/19;2938.09 
07/08/19;2883.98 
06/08/19;2881.77 
05/08/19;2844.74 
02/08/19;2932.05 
01/08/19;2953.56 
31/07/19;2980.38 
30/07/19;3013.18 
29/07/19;3020.97 
26/07/19;3025.86 
25/07/19;3003.67 
24/07/19;3019.56 
23/07/19;3005.47 
22/07/19;2985.03 
19/07/19;2976.61 
18/07/19;2995.11 
17/07/19;2984.42 
16/07/19;3004.04 
15/07/19;3014.30 
12/07/19;3013.77 
11/07/19;2999.91 
10/07/19;2993.07 
09/07/19;2979.63 
08/07/19;2975.95 
05/07/19;2990.41 
03/07/19;2995.82 
02/07/19;2973.01 
01/07/19;2964.33 
28/06/19;2941.76 
27/06/19;2924.92 
26/06/19;2913.78 
25/06/19;2917.38 
24/06/19;2945.35 
21/06/19;2950.46 
20/06/19;2954.18 
19/06/19;2926.46 
18/06/19;2917.75 
17/06/19;2889.67 
14/06/19;2886.98 
13/06/19;2891.64 
12/06/19;2879.84 
11/06/19;2885.72 
10/06/19;2886.73 
07/06/19;2873.34 
06/06/19;2843.49 
05/06/19;2826.15 
04/06/19;2803.27 
03/06/19;2744.45 
31/05/19;2752.06 
30/05/19;2788.86 
29/05/19;2783.02 
28/05/19;2802.39 
24/05/19;2826.06 
23/05/19;2822.24 
22/05/19;2856.27 
21/05/19;2864.36 
20/05/19;2840.23 
17/05/19;2859.53 
16/05/19;2876.32 
15/05/19;2850.96 
14/05/19;2834.41 
13/05/19;2811.87 
10/05/19;2881.40 
09/05/19;2870.72 
08/05/19;2879.42 
07/05/19;2884.05 
06/05/19;2932.47 
03/05/19;2945.64 
02/05/19;2917.52 
01/05/19;2923.73 
30/04/19;2945.83 
29/04/19;2943.03 
26/04/19;2939.88 
25/04/19;2926.17 
24/04/19;2927.25 
23/04/19;2933.68 
22/04/19;2907.97 
18/04/19;2905.03 
17/04/19;2900.45 
16/04/19;2907.06 
15/04/19;2905.58 
12/04/19;2907.41 
11/04/19;2888.32 
10/04/19;2888.21 
09/04/19;2878.20 
08/04/19;2895.77 
05/04/19;2892.74 
04/04/19;2879.39 
03/04/19;2873.40 
02/04/19;2867.24 
01/04/19;2867.19 
29/03/19;2834.40 
28/03/19;2815.44 
27/03/19;2805.37 
26/03/19;2818.46 
25/03/19;2798.36 
22/03/19;2800.71 
21/03/19;2854.88 
20/03/19;2824.23 
19/03/19;2832.57 
18/03/19;2832.94 
15/03/19;2822.48 
14/03/19;2808.48 
13/03/19;2810.92 
12/03/19;2791.52 
11/03/19;2783.30 
08/03/19;2743.07 
07/03/19;2748.93 
06/03/19;2771.45 
05/03/19;2789.65 
04/03/19;2792.81 
01/03/19;2803.69 
28/02/19;2784.49 
27/02/19;2792.38 
26/02/19;2793.90 
25/02/19;2796.11 
22/02/19;2792.67 
21/02/19;2774.88 
20/02/19;2784.70 
19/02/19;2779.76 
15/02/19;2775.60 
14/02/19;2745.73 
13/02/19;2753.03 
12/02/19;2744.73 
11/02/19;2709.80 
08/02/19;2707.88 
07/02/19;2706.05 
06/02/19;2731.61 
05/02/19;2737.70 
04/02/19;2724.87 
01/02/19;2706.53 
31/01/19;2704.10 
30/01/19;2681.05 
29/01/19;2640.00 
28/01/19;2643.85 
25/01/19;2664.76 
24/01/19;2642.33 
23/01/19;2638.70 
22/01/19;2632.90 
18/01/19;2670.71 
17/01/19;2635.96 
16/01/19;2616.10 
15/01/19;2610.30 
14/01/19;2582.61 
11/01/19;2596.26 
10/01/19;2596.64 
09/01/19;2584.96 
08/01/19;2574.41 
07/01/19;2549.69 
04/01/19;2531.94 
03/01/19;2447.89 
02/01/19;2510.03 
31/12/18;2506.85 
28/12/18;2485.74 
27/12/18;2488.83 
26/12/18;2467.70 
24/12/18;2351.10 
21/12/18;2416.62 
20/12/18;2467.42 
19/12/18;2506.96 
18/12/18;2546.16 
17/12/18;2545.94 
14/12/18;2599.95 
13/12/18;2650.54 
12/12/18;2651.07 
11/12/18;2636.78 
10/12/18;2637.72 
07/12/18;2633.08 
06/12/18;2695.95 
04/12/18;2700.06 
03/12/18;2790.37 
30/11/18;2760.17 
29/11/18;2737.76 
28/11/18;2743.79 
27/11/18;2682.17 
26/11/18;2673.45 
23/11/18;2632.56 
21/11/18;2649.93 
20/11/18;2641.89 
19/11/18;2690.73 
16/11/18;2736.27 
15/11/18;2730.20 
14/11/18;2701.58 
13/11/18;2722.18 
12/11/18;2726.22 
09/11/18;2781.01 
08/11/18;2806.83 
07/11/18;2813.89 
06/11/18;2755.45 
05/11/18;2738.31 
02/11/18;2723.06 
01/11/18;2740.37 
31/10/18;2711.74 
30/10/18;2682.63 
29/10/18;2641.25 
26/10/18;2658.69 
25/10/18;2705.57 
24/10/18;2656.10 
23/10/18;2740.69 
22/10/18;2755.88 
19/10/18;2767.78 
18/10/18;2768.78 
17/10/18;2809.21 
16/10/18;2809.92 
15/10/18;2750.79 
12/10/18;2767.13 
11/10/18;2728.37 
10/10/18;2785.68 
09/10/18;2880.34 
08/10/18;2884.43 
05/10/18;2885.57 
04/10/18;2901.61 
03/10/18;2925.51 
02/10/18;2923.43 
01/10/18;2924.59 
28/09/18;2913.98 
27/09/18;2914.00 
26/09/18;2905.97 
25/09/18;2915.56 
24/09/18;2919.37 
21/09/18;2929.67 
20/09/18;2930.75 
19/09/18;2907.95 
18/09/18;2904.31 
17/09/18;2888.80 
14/09/18;2904.98 
13/09/18;2904.18 
12/09/18;2888.92 
11/09/18;2887.89 
10/09/18;2877.13 
07/09/18;2871.68 
06/09/18;2878.05 
05/09/18;2888.60 
